Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2019Q2,0.0568768,3234.841
High level industry groups,Mining,SG01RSC02B01A02,2019Q2,0.0089006,680.988
High level industry groups,Manufacturing,SG01RSC02B01B01,2019Q2,0.0967113,6072.812
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2019Q2,0.0277405,1789.826
High level industry groups,Construction,SG01RSC02B01B03,2019Q2,0.0701524,4327.298
High level industry groups,Wholesale trade,SG01RSC02B01C01,2019Q2,0.0449982,3226.017
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2019Q2,0.0649514,4488.939
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2019Q2,0.0427386,2861.055
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2019Q2,0.0216723,2285.576
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2019Q2,0.0542536,3640.959
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2019Q2,0.1461086,8784.173
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2019Q2,0.1029891,6754.096
High level industry groups,Public administration and safety,SG01RSC02B01C08,2019Q2,0.0415549,2833.404
High level industry groups,Education and training,SG01RSC02B01C09,2019Q2,0.0426340,2421.148
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2019Q2,0.0600479,3849.722
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2019Q2,0.0320746,2013.016
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q2,0.0855952,4785.654
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2019Q3,0.0568768,3218.100
High level industry groups,Mining,SG01RSC02B01A02,2019Q3,0.0089006,692.861
High level industry groups,Manufacturing,SG01RSC02B01B01,2019Q3,0.0967113,6095.580
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2019Q3,0.0277405,1783.370
High level industry groups,Construction,SG01RSC02B01B03,2019Q3,0.0701524,4396.057
High level industry groups,Wholesale trade,SG01RSC02B01C01,2019Q3,0.0449982,3232.552
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2019Q3,0.0649514,4561.171
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2019Q3,0.0427386,2809.652
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2019Q3,0.0216723,2327.153
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2019Q3,0.0542536,3641.163
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2019Q3,0.1461086,8824.334
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2019Q3,0.1029891,7000.710
High level industry groups,Public administration and safety,SG01RSC02B01C08,2019Q3,0.0415549,2862.527
High level industry groups,Education and training,SG01RSC02B01C09,2019Q3,0.0426340,2426.404
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2019Q3,0.0600479,3858.925
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2019Q3,0.0320746,2057.526
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q3,0.0855952,4930.358
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2019Q4,0.0568768,3206.375
High level industry groups,Mining,SG01RSC02B01A02,2019Q4,0.0089006,680.800
High level industry groups,Manufacturing,SG01RSC02B01B01,2019Q4,0.0967113,6068.978
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2019Q4,0.0277405,1790.182
High level industry groups,Construction,SG01RSC02B01B03,2019Q4,0.0701524,4482.462
High level industry groups,Wholesale trade,SG01RSC02B01C01,2019Q4,0.0449982,3247.634
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2019Q4,0.0649514,4566.653
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2019Q4,0.0427386,2865.935
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2019Q4,0.0216723,2341.129
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2019Q4,0.0542536,3652.647
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2019Q4,0.1461086,8861.342
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2019Q4,0.1029891,6971.877
High level industry groups,Public administration and safety,SG01RSC02B01C08,2019Q4,0.0415549,2945.482
High level industry groups,Education and training,SG01RSC02B01C09,2019Q4,0.0426340,2430.647
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2019Q4,0.0600479,3887.011
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2019Q4,0.0320746,2050.884
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q4,0.0855952,4976.964
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2020Q1,0.0568768,3190.562
High level industry groups,Mining,SG01RSC02B01A02,2020Q1,0.0089006,683.098
High level industry groups,Manufacturing,SG01RSC02B01B01,2020Q1,0.0967113,5959.184
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2020Q1,0.0277405,1786.683
High level industry groups,Construction,SG01RSC02B01B03,2020Q1,0.0701524,4336.430
High level industry groups,Wholesale trade,SG01RSC02B01C01,2020Q1,0.0449982,3213.157
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2020Q1,0.0649514,4510.025
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q1,0.0427386,2639.738
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q1,0.0216723,2407.989
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q1,0.0542536,3624.936
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q1,0.1461086,8812.948
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q1,0.1029891,7117.470
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q1,0.0415549,2960.751
High level industry groups,Education and training,SG01RSC02B01C09,2020Q1,0.0426340,2408.125
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q1,0.0600479,3870.696
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q1,0.0320746,2013.427
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q1,0.0855952,4848.385
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2020Q2,0.0569740,3133.895
High level industry groups,Mining,SG01RSC02B01A02,2020Q2,0.0070064,520.928
High level industry groups,Manufacturing,SG01RSC02B01B01,2020Q2,0.0938333,5227.354
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2020Q2,0.0257911,1669.664
High level industry groups,Construction,SG01RSC02B01B03,2020Q2,0.0727458,3401.493
High level industry groups,Wholesale trade,SG01RSC02B01C01,2020Q2,0.0484448,2821.947
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2020Q2,0.0640489,3541.495
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q2,0.0356460,2074.815
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q2,0.0220899,2341.173
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q2,0.0550602,3686.860
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q2,0.1515827,8616.613
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q2,0.1018256,6364.584
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q2,0.0432037,2994.902
High level industry groups,Education and training,SG01RSC02B01C09,2020Q2,0.0440995,2237.365
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q2,0.0648094,3731.572
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q2,0.0304484,1511.809
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q2,0.0823905,4170.305
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2020Q3,0.0569740,3440.008
High level industry groups,Mining,SG01RSC02B01A02,2020Q3,0.0070064,617.472
High level industry groups,Manufacturing,SG01RSC02B01B01,2020Q3,0.0938333,6103.916
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2020Q3,0.0257911,1756.429
High level industry groups,Construction,SG01RSC02B01B03,2020Q3,0.0727458,5186.232
High level industry groups,Wholesale trade,SG01RSC02B01C01,2020Q3,0.0484448,3361.509
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2020Q3,0.0640489,4928.585
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q3,0.0356460,2265.350
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q3,0.0220899,2530.421
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q3,0.0550602,3753.686
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q3,0.1515827,8994.489
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q3,0.1018256,6996.069
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q3,0.0432037,3043.016
High level industry groups,Education and training,SG01RSC02B01C09,2020Q3,0.0440995,2376.559
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q3,0.0648094,3980.061
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q3,0.0304484,1988.914
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q3,0.0823905,4972.718
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2020Q4,0.0569740,3388.023
High level industry groups,Mining,SG01RSC02B01A02,2020Q4,0.0070064,629.355
High level industry groups,Manufacturing,SG01RSC02B01B01,2020Q4,0.0938333,6068.936
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2020Q4,0.0257911,1770.384
High level industry groups,Construction,SG01RSC02B01B03,2020Q4,0.0727458,4748.254
High level industry groups,Wholesale trade,SG01RSC02B01C01,2020Q4,0.0484448,3309.745
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2020Q4,0.0640489,4771.697
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q4,0.0356460,2350.653
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q4,0.0220899,2633.942
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q4,0.0550602,3791.128
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q4,0.1515827,9093.288
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q4,0.1018256,7000.647
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q4,0.0432037,3073.315
High level industry groups,Education and training,SG01RSC02B01C09,2020Q4,0.0440995,2410.274
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q4,0.0648094,4057.531
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q4,0.0304484,2122.202
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q4,0.0823905,4812.656
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2021Q1,0.0569740,3414.705
High level industry groups,Mining,SG01RSC02B01A02,2021Q1,0.0070064,603.219
High level industry groups,Manufacturing,SG01RSC02B01B01,2021Q1,0.0938333,6212.955
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2021Q1,0.0257911,1759.809
High level industry groups,Construction,SG01RSC02B01B03,2021Q1,0.0727458,4819.617
High level industry groups,Wholesale trade,SG01RSC02B01C01,2021Q1,0.0484448,3434.404
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2021Q1,0.0640489,4913.749
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2021Q1,0.0356460,2356.006
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2021Q1,0.0220899,2760.316
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2021Q1,0.0550602,3733.283
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2021Q1,0.1515827,9121.445
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2021Q1,0.1018256,7256.850
High level industry groups,Public administration and safety,SG01RSC02B01C08,2021Q1,0.0432037,3113.481
High level industry groups,Education and training,SG01RSC02B01C09,2021Q1,0.0440995,2481.710
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2021Q1,0.0648094,4169.467
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2021Q1,0.0304484,2107.067
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q1,0.0823905,5183.817
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2021Q2,0.0577497,3443.868
High level industry groups,Mining,SG01RSC02B01A02,2021Q2,0.0069304,593.104
High level industry groups,Manufacturing,SG01RSC02B01B01,2021Q2,0.0869308,6288.369
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2021Q2,0.0263029,1768.569
High level industry groups,Construction,SG01RSC02B01B03,2021Q2,0.0662214,4542.957
High level industry groups,Wholesale trade,SG01RSC02B01C01,2021Q2,0.0533561,3517.744
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2021Q2,0.0661594,5256.532
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2021Q2,0.0374620,2502.125
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2021Q2,0.0216457,2823.648
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2021Q2,0.0554266,3728.460
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2021Q2,0.1469717,9234.897
